Id,Prediction
1,0.00138888888889
2,0.0028129395218
3,0.0
4,0.004329004329
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0164060497308
10,0.0
11,0.00993377483444
12,0.00330943188086
13,0.00996677740864
14,0.00492610837438
15,0.00754716981132
16,0.00278164116829
17,0.103448275862
18,0.0
19,0.0
20,0.00404653515427
21,0.0
22,0.0
23,0.00136425648022
24,0.00632911392405
25,0.0
26,0.0
27,0.0438104941416
28,0.00193610842207
29,0.0446590223295
30,0.0
31,0.0
32,0.0103092783505
33,0.00406504065041
34,0.01248049922
35,0.00773195876289
36,0.1
37,0.00208333333333
38,0.0
39,0.0
40,0.0
41,0.0
42,0.00254129606099
43,0.0
44,0.00159744408946
45,0.0
46,0.0521739130435
47,0.00473933649289
48,0.003808073115
49,0.00632911392405
50,0.00529100529101
51,0.00652173913043
52,0.0
53,0.0119047619048
54,0.00936037441498
55,0.0135135135135
56,0.0
57,0.00242718446602
58,0.00391074304118
59,0.147058823529
60,0.0
61,0.000938526513374
62,0.184615384615
63,0.0103806228374
64,0.0
65,0.0666666666667
66,0.0237478411054
67,0.0048828125
68,0.00666666666667
69,0.0
70,0.000108802089
71,0.0207100591716
72,0.0079275198188
73,0.0
74,0.0
75,0.0
76,0.10303030303
77,0.00310559006211
78,0.0
79,0.0
80,7.69556350764e-05
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.00832072617247
88,0.00181488203267
89,0.0
90,0.0
91,0.0
92,0.00198960981541
93,0.0743801652893
94,0.0223880597015
95,0.0019120458891
96,0.0
97,0.0
98,0.00602409638554
99,0.00189753320683
100,0.146788990826
101,0.0
102,0.00780454699695
103,0.0135746606335
104,0.0
105,0.0
106,0.0
107,0.0227272727273
108,0.0
109,0.0459770114943
110,0.0
111,0.0156402737048
112,0.0256222547584
113,0.0
114,0.0
115,0.0200668896321
116,0.0
117,0.0
118,0.0106666666667
119,0.0
120,0.0108695652174
121,0.0
122,0.0
123,0.0010764262648
124,0.0356234096692
125,0.00172562553926
126,0.0321100917431
127,0.00102092904543
128,0.0
129,0.0419847328244
130,0.0
131,0.0
132,0.0
133,0.0
134,0.00387168141593
135,0.0181311018131
136,0.0283018867925
137,0.0
138,0.0
139,0.0160550458716
140,0.0185185185185
141,0.000903648480741
142,0.0
143,0.0042194092827
144,0.0
145,0.0
146,0.0
147,0.00904977375566
148,0.0
149,0.000867678958785
150,0.0
151,0.0
152,0.0
153,0.00623052959502
154,0.0109289617486
155,0.0
156,0.0
157,0.00568181818182
158,0.013986013986
159,0.0189701897019
160,0.0
161,0.00916030534351
162,0.0215909090909
163,0.342857142857
164,0.063670411985
165,0.00342465753425
166,0.0
167,0.0909090909091
168,0.0115606936416
169,0.0
170,0.0
171,0.00156739811912
172,0.0
173,0.00145878920496
174,0.00108666123336
175,0.0
176,0.00492610837438
177,0.03125
178,0.00609756097561
179,0.00341296928328
180,0.00117550252733
181,0.0130678282514
182,0.00298062593145
183,0.00877192982456
184,0.0
185,0.0
186,0.0227272727273
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.00345622119816
193,0.0
194,0.00614250614251
195,0.000782064650678
196,0.0
197,0.0
198,0.117647058824
199,0.0
200,0.0
201,0.0
202,0.0
203,0.00246305418719
204,0.0344827586207
205,0.0
206,0.0
207,0.0
208,0.0479452054795
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0027972027972
219,0.00892857142857
220,0.00404312668464
221,0.00353982300885
222,0.00452488687783
223,0.0
224,0.0
225,0.0274509803922
226,0.174193548387
227,0.0
228,0.0501319261214
229,0.0606060606061
230,0.0
231,0.1625
232,0.046511627907
233,0.00088809946714
234,0.0047619047619
235,0.00357142857143
236,0.0
237,0.0671641791045
238,0.00106382978723
239,0.000823723228995
240,0.0
241,0.0
242,0.0
243,0.0354609929078
244,0.0
245,0.00403768506057
246,0.0
247,0.0
248,0.169696969697
249,0.0
250,0.00389711613406
251,0.0034965034965
252,0.0
253,0.0971428571429
254,0.00666666666667
255,0.0454545454545
256,0.0338983050847
257,0.0
258,0.0182072829132
259,0.0
260,0.0166787527194
261,0.0
262,0.00674915635546
263,0.00389105058366
264,0.000425713069391
265,0.0
266,0.0
267,0.00663349917081
268,0.00172117039587
269,0.0119904076739
270,0.0
271,0.00584795321637
272,0.0
273,0.015037593985
274,0.000183688464364
275,0.0183741648107
276,0.00102354145343
277,0.00811359026369
278,0.0
279,0.00594000594001
280,0.0124590163934
281,0.00492610837438
282,0.00144717800289
283,0.0
284,0.0
285,0.00168067226891
286,8.83470271225e-05
287,0.00859598853868
288,0.0666666666667
289,0.0292397660819
290,0.0
291,0.0
292,0.0237388724036
293,0.0
294,0.0
295,0.000100440823615
296,0.0265553869499
297,0.00143747005271
298,0.0879120879121
299,0.0218068535826
300,0.0102040816327
301,0.00602150537634
302,0.0
303,0.00458978772232
304,0.0146963824289
305,0.0
306,0.0
307,0.0
308,0.0
309,0.00176159718144
310,0.0
311,0.0
312,0.0
313,0.285714285714
314,0.0
315,0.00238257317903
316,0.0031847133758
317,0.0
318,0.00390625
319,0.0
320,0.034198860038
321,0.0
322,0.00748502994012
323,0.00476947535771
324,0.00113250283126
325,0.0018018018018
326,0.0461538461538
327,0.0
328,0.0
329,0.0048309178744
330,0.013024602026
331,0.00195694716243
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0119047619048
337,0.0
338,0.0
339,0.00834724540902
340,0.0
341,0.0285714285714
342,0.00505050505051
343,0.0
344,0.0104166666667
345,0.0
346,0.0326797385621
347,0.0049504950495
348,0.0632911392405
349,0.0
350,5.80610511953e-05
351,0.0
352,0.00413793103448
353,0.0289855072464
354,0.0386904761905
355,0.0
356,0.000555864369094
357,0.00651890482399
358,0.0245901639344
359,0.0053050397878
360,0.0
361,0.0
362,0.0
363,0.0152905198777
364,0.000120860526952
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.00215620507906
375,0.0276679841897
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.001100110011
382,0.0111111111111
383,0.00199203187251
384,0.0222457627119
385,0.00242130750605
386,0.000512032770097
387,0.0
388,0.0
389,0.030303030303
390,0.0
391,0.0
392,0.00344827586207
393,0.0
394,0.0
395,0.0072202166065
396,0.0
397,0.0
398,0.0
399,0.02375
400,0.0
401,0.0
402,0.04
403,0.0
404,0.0188305252725
405,0.0597014925373
406,0.0
407,0.0198675496689
408,0.0198198198198
409,0.0376344086022
410,0.00402684563758
411,0.0
412,0.424242424242
413,0.0
414,0.0
415,0.00865051903114
416,0.0
417,0.0141843971631
418,0.0
419,0.0150812064965
420,0.01
421,0.0104166666667
422,0.0
423,0.0110294117647
424,0.00789473684211
425,0.0
426,0.0
427,0.00821596244131
428,0.0
429,0.00761904761905
430,0.0
431,0.0322580645161
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0228260869565
437,0.00124069478908
438,0.0
439,0.0
440,0.0220588235294
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.100418410042
447,0.0191082802548
448,0.0
449,0.00756253635835
450,0.0632530120482
451,0.0025823111685
452,0.0
453,0.0
454,0.0
455,0.0108108108108
456,0.0
457,0.00469483568075
458,0.0
459,0.0
460,0.0
461,0.0
462,0.00662251655629
463,0.00333333333333
464,0.0
465,0.000794281175536
466,0.0157583716349
467,0.0
468,0.0
469,0.0
470,0.0161290322581
471,0.0824742268041
472,0.0171673819742
473,0.0144329896907
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.003663003663
480,0.0106761565836
481,0.129496402878
482,0.0
483,0.0
484,0.0
485,0.0955056179775
486,0.0296610169492
487,0.0192307692308
488,0.0
489,0.0
490,0.0
491,0.0020202020202
492,0.000520562207184
493,0.025641025641
494,0.00207468879668
495,0.00724637681159
496,0.0162162162162
497,0.00381679389313
498,0.0
499,0.0170316301703
500,0.00344234079174
501,0.00627082108564
502,0.019267822736
503,0.0324554402767
504,0.004
505,0.00295857988166
506,0.010989010989
507,0.00909090909091
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0181818181818
513,0.0
514,0.00332088003321
515,0.0093023255814
516,0.0171539961014
517,0.048275862069
518,0.000975831158516
519,0.00199004975124
520,0.00298507462687
521,0.00271739130435
522,0.00879765395894
523,0.0
524,0.0
525,0.0149700598802
526,0.0
527,0.0238095238095
528,0.0
529,0.00554016620499
530,0.015037593985
531,0.0
532,0.0158227848101
533,0.00900900900901
534,0.0
535,0.0
536,0.00941422594142
537,0.0323691460055
538,0.0
539,0.0
540,0.00848176420696
541,0.0
542,0.0015625
543,0.0
544,0.0808080808081
545,0.00292997363024
546,0.00739827373613
547,0.0
548,0.0260869565217
549,0.0106382978723
550,0.0100463678516
551,0.0
552,0.0
553,0.0352941176471
554,0.00540540540541
555,0.0
556,0.0
557,0.0
558,0.0
559,0.00338409475465
560,0.0
561,0.00361010830325
562,0.0
563,0.0
564,0.0181818181818
565,0.0351966873706
566,0.0
567,0.00830564784053
568,0.0818181818182
569,0.0
570,0.0125628140704
571,0.0282685512367
572,0.0
573,0.00206327372765
574,0.0
575,0.0365853658537
576,0.0
577,0.00481927710843
578,0.00361445783133
579,0.0108864696734
580,0.0
581,0.0
582,0.0167785234899
583,0.0
584,0.04
585,0.0
586,0.00847457627119
587,0.013698630137
588,0.0
589,0.0324675324675
590,0.00401002506266
591,0.0
592,0.00900900900901
593,0.00343053173242
594,0.00150526843954
595,0.0191082802548
596,0.0
597,0.0
598,0.0216802168022
599,0.182795698925
600,0.0264705882353
601,0.0
602,0.0
603,0.0
604,0.0
605,0.00840336134454
606,0.0
607,0.0
608,0.0
609,0.0
610,0.00660066006601
611,0.00817438692098
612,0.000258425250496
613,0.0
614,0.010752688172
615,0.260416666667
616,0.0
617,0.00530035335689
618,0.0
619,0.00269905533063
620,0.0054347826087
621,0.0039197054282
622,0.00558659217877
623,0.0
624,0.00854700854701
625,0.0
626,0.0
627,0.0
628,0.00305810397554
629,0.0089485458613
630,0.0
631,0.020979020979
632,0.00956090651558
633,0.00380952380952
634,0.000723589001447
635,0.0
636,0.0
637,0.0135135135135
638,0.0
639,0.0186125211506
640,0.0
641,0.0
642,0.00735294117647
643,0.0
644,0.0
645,0.0
646,0.0128205128205
647,0.0
648,0.11320754717
649,0.000992485467177
650,0.0
651,0.0
652,0.037037037037
653,0.0121703853955
654,0.0304182509506
655,0.00200803212851
656,0.00456621004566
657,0.00431034482759
658,0.0
659,0.00106194690265
660,0.00201207243461
661,0.0128205128205
662,0.000182165953183
663,0.0123456790123
664,0.0133333333333
665,0.0
666,0.0
667,0.0
668,0.00369003690037
669,0.0
670,0.0
671,0.00980392156863
672,0.0
673,0.0
674,0.0
675,0.0175159235669
676,0.00847457627119
677,0.00328947368421
678,0.0
679,7.7429345722e-05
680,0.0
681,0.0
682,0.0166040100251
683,0.00170648464164
684,0.0
685,0.0317848410758
686,0.00878477306003
687,0.0
688,0.028818443804
689,0.0325342465753
690,0.00380952380952
691,0.0
692,0.00728508984944
693,0.0331125827815
694,0.00221327967807
695,0.0
696,0.0
697,0.0140845070423
698,0.00207468879668
699,0.0
700,0.00903614457831
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.00486223662885
707,0.00175746924429
708,0.0111420612813
709,0.0
710,0.0
711,0.00295457343346
712,0.0357142857143
713,0.00685192234488
714,0.0
715,0.0
716,0.00273224043716
717,0.0278551532033
718,0.0168067226891
719,0.00703844071467
720,0.00324324324324
721,0.00360721442886
722,0.0
723,0.0
724,0.0028129395218
725,0.0
726,0.0
727,0.00671140939597
728,0.0196078431373
729,0.00244470649141
730,0.0
731,0.0313043478261
732,0.0134715025907
733,0.00862068965517
734,0.0192307692308
735,0.0
736,0.0888888888889
737,0.0
738,0.00508259212198
739,0.0
740,0.00754716981132
741,0.0
742,0.0
743,0.00700934579439
744,0.0
745,0.00567721005677
746,0.00396712949844
747,0.0012285012285
748,0.000993612491128
749,0.0
750,0.005382131324
751,0.0
752,0.0177514792899
753,0.0
754,0.0138976626658
755,0.0042194092827
756,0.00716845878136
757,0.0
758,0.000255525744219
759,0.0
760,0.00041271806594
761,0.0
762,0.0
763,0.0
764,0.0
765,0.00151515151515
766,0.00877192982456
767,0.0053050397878
768,0.0
769,0.0
770,0.0333333333333
771,0.0
772,0.0
773,0.00334728033473
774,0.000848896434635
775,0.0
776,0.0
777,0.0
778,0.00395256916996
779,0.0331325301205
780,0.0243902439024
781,0.00862068965517
782,0.05
783,0.00534759358289
784,0.0
785,0.0
786,0.0169491525424
787,0.00145772594752
788,0.0147601476015
789,0.0
790,0.000680272108844
791,0.0104166666667
792,0.0
793,0.0
794,0.0
795,5.48546352167e-05
796,0.0
797,0.0
798,0.0
799,0.0446927374302
800,0.0
801,0.0
802,0.00865800865801
803,0.0
804,0.0
805,0.0
806,0.00510204081633
807,0.0
808,0.0
809,0.0
810,0.00227100681302
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.1
821,0.0294117647059
822,0.0
823,0.0121681415929
824,0.0133333333333
825,0.0
826,0.0
827,0.0
828,0.00473933649289
829,0.00554715078164
830,0.0
831,0.0169683257919
832,0.0
833,0.00840336134454
834,0.004662004662
835,0.00201207243461
836,0.0120481927711
837,0.0014684287812
838,0.0
839,0.0125866214114
840,0.0
841,0.0
842,0.0
843,0.0207468879668
844,0.00903342366757
845,0.024154589372
846,0.0
847,0.0026455026455
848,0.00301386377336
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.142857142857
856,0.00597609561753
857,0.01953125
858,0.0
859,0.00387596899225
860,0.0
861,0.0110344827586
862,0.0
863,0.272727272727
864,0.247524752475
865,0.0391061452514
866,0.0
867,0.00149925037481
868,0.0205331412104
869,0.010989010989
870,0.030612244898
871,0.0
872,0.00135163743547
873,0.0
874,0.0
875,0.0036496350365
876,0.0
877,0.0227272727273
878,0.0
879,0.00326797385621
880,0.0
881,0.00778546712803
882,0.0
883,0.0434782608696
884,0.0612244897959
885,0.0108695652174
886,0.00677506775068
887,0.015873015873
888,0.0
889,0.0
890,0.0
891,0.0585034013605
892,0.0369967355822
893,0.00250626566416
894,0.0273279352227
895,0.00575539568345
896,0.0
897,0.0
898,0.0
899,0.00265957446809
900,0.0794871794872
901,0.0
902,0.0
903,0.00900900900901
904,0.00396301188904
905,0.0
906,0.0
907,0.0
908,0.0076103500761
909,0.00050994390617
910,0.0
911,0.00463678516229
912,0.0
913,0.00378071833648
914,0.00133333333333
915,0.0
916,0.0
917,0.0047619047619
918,0.0
919,0.00161030595813
920,0.0
921,0.0
922,0.0280373831776
923,0.0
924,0.0
925,0.0
926,0.0201342281879
927,0.0
928,0.00840336134454
929,0.0
930,0.0487804878049
931,0.0229681978799
932,0.0
933,0.000150127608467
934,0.0181818181818
935,0.0
936,0.0
937,0.0
938,0.0434782608696
939,0.0158227848101
940,0.0
941,0.00975081256771
942,0.00119189511323
943,0.0
944,0.0
945,0.0
946,0.027027027027
947,0.00543806646526
948,0.00682128240109
949,0.0
950,0.00289855072464
951,0.00728155339806
952,0.0
953,0.0
954,0.00214132762313
955,0.0
956,0.0
957,0.0
958,0.0166666666667
959,0.0180722891566
960,0.0
961,0.00066889632107
962,0.0
963,0.0
964,0.0
965,0.134615384615
966,0.0
967,0.000299490865529
968,0.0
969,0.034632034632
970,0.0278699402787
971,0.0
972,0.0
973,0.0
974,0.0253411306043
975,0.0
976,0.00220264317181
977,0.0
978,0.0
979,0.0142857142857
980,0.0
981,0.00381533765738
982,0.000254258835495
983,0.00862068965517
984,0.0188925081433
985,0.00406504065041
986,0.0
987,0.0527859237537
988,0.00210084033613
989,0.00294464075383
990,0.0
991,0.0
992,0.0093271152565
993,0.0
994,0.0153846153846
995,0.00161030595813
996,0.0
997,0.0184568835098
998,0.00218340611354
999,0.0
1000,0.0
1001,0.0238095238095
1002,0.00298507462687
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0304054054054
1008,0.00490196078431
1009,0.00648607401755
1010,0.0
1011,0.00680272108844
1012,0.00390625
1013,0.0106382978723
1014,0.0
1015,0.0
1016,0.00900900900901
1017,0.0472103004292
1018,0.0
1019,0.0217770034843
1020,0.0
1021,0.00112107623318
1022,0.0
1023,0.00369685767098
1024,0.0
1025,0.0
1026,0.00947867298578
1027,0.000324044069994
1028,0.00611476952023
1029,0.0359612724758
1030,0.0434782608696
1031,0.000715819613457
1032,0.0
1033,0.0062893081761
1034,0.0
1035,0.08
1036,0.0
